label,truelabel
powerlineblog.com,2
powerpundit.com,2
powervacuum.org,2
presidentreagan.info/discussion,2
professorbainbridge.com,2
prolifeblogs.com,2
propagandamachine.blogspot.com,2
prosandcons.us,2
punditguy.com,2
punditz.journalspace.com,2
qoae.net,2
quante.blogspot.com,2
quibbles-n-bits.com,2
quimundus.modblog.com,2
quimundus.squarespace.com,2
r21online.com,2
r2korn.blogdrive.com,2
rabner.blogspot.com,2
radioequalizer.blogspot.com,2
raincrossblog.com,2
randomjottings.net,2
rant.st,2
ratherbiased.com/news,2
rathergate.com,2
realclearpolitics.com,2
realordeal.blogspot.com,2
rebrand-democrat.txfx.net,2
reckersau.blogspot.com,2
redmindbluestate.blogspot.com,2
rednyc.blogspot.com,2
redstate.org,2
redstatealliance.blogspot.com,2
reggiescorner.blogspot.com,2
regimechangeiran.com,2
renpro.kwcom.net,2
reporterette.com,2
republog.net,2
respublica2004.blogspot.com,2
retiredwarrant.blogdrive.com,2
revone.net/jarhead,2
rfburnhertz.net/rf_blog,2
richmar.blogspot.com,2
right-thinking.com,2
rightmoment.blogspot.com,2
rightonred.net,2
rightperspective.net,2
rightrainbow.com,2
rightstate.blogspot.com,2
rightvoices.com,2
rightwingbastardo.blogspot.com,2
rightwingbob.com,2
rightwingdude.squarespace.com,2
rightwingjournal.blogspot.com,2
rightwingnews.com,2
rightwingthinking.blogspot.com,2
rightwingtroll.blogspot.com,2
rightword.blogspot.com,2
riteturnonly.blogspot.com,2
robbernard.com,2
robertp17.blogspot.com,2
rockpaperscissor.blogspot.com,2
rockpaperscissors.blogs.com,2
rogerlsimon.com,2
romeocat.typepad.com,2
ron-james.com/blog,2
rosenblog.com,2
roseoftheknights.com/yank/pride.html,2
roughstock.blogspot.com,2
ryanshead.com,2
samizdata.net/blog,2
sarcasticsoutherner.blogspot.com,2
sayanythingblog.com,2
scha-den-freu-de.blogspot.com,2
scrappleface.com,2
scrawlville.com,2
sebourn.com/weblog,2
section-31.blogspot.com,2
secureliberty.org/,2
sedenteanimo.com,2
selfish-souls.com/blog,2
sgtstryker.com,2
shadydowns.blogspot.com,2
shakingspears.blogspot.com,2
shallows.blogspot.com,2
sharpeblog.cybercatholics.com,2
shortfatcorporal.blogspot.com,2
sickofliberals.blogspot.com,2
sinfactor.blogspot.com,2
sistertoldjah.com,2
sixmeatbuffet.com,2
slantpoint.com,2
slingsnarrows.erudite-absurdity.com,2
slipofthepen.blogspot.com,2
slowplay.com,2
slublog.blogspot.com,2
smarthomeschool.com,2
smashingzero.blogspot.com,2
smellyduck.blogspot.com,2
sneakeasysjoint.com,2
sondrak.com,2
soundingthetrumpet.blogspot.com,2
southernappeal.blogspot.com,2
southernrightwingextremist.blogspot.com,2
southernwatch.blogspot.com,2
spreadingunderstanding.blogspot.com,2
spydrzweb.blogspot.com,2
squiggler.braveblog.com,2
stan-istan.blogspot.com,2
stealthebandwagon.blogspot.com,2
stillmanvalley.org/aoo,2
stix1972.blogspot.com,2
stmonk.blogspot.com,2
stolenthunder.blogspot.com,2
strategicintelligence.blogspot.com,2
streetlog.typepad.com,2
summation.net,2
sweetgrrrl.blogspot.com,2
swfwithattitude.blogspot.com,2
swiftreport.blogs.com,2
tagorda.com,2
talesofawanderingmind.blogspot.com,2
talkshowamerica.blogspot.com,2
techievampire.net/wppol,2
techtrend.com/blog/taranicole,2
templeofjennifer.com/blog,2
tepid-observer.blogspot.com,2
texasbug.blogspot.com,2
thatliberalmedia.com,2
the-torch.com,2
theamericanmind.com,2
thebloghill.blogspot.com,2
thecommonvirtue.com,2
theconservativezone.com,2
thecrankfiles.blogspot.com,2
thedailygoodnews.com,2
thedispatch.blogspot.com,2
thedonovan.com,2
theglitteringeye.com,2
thejessefactor.blogspot.com,2
thelastword.blogdrive.com,2
theliberalslies.blogspot.com,2
themeofabsence.com,2
theneo-progressive.blogspot.com,2
thenudnikfile.blogspot.com,2
thepatriette.com,2
thepaytons.org/essays/considerettes,2
thepoliticalanimal.com,2
thepoliticalteen.net,2
therightblog.blogspot.com,2
therightcoast.blogspot.com,2
therightwingconspiracy.org,2
therinsecycle.com,2
therostra.blogspot.com,2
thesakeofargument.com,2
thespoonsexperience.com,2
thetarpit.blogspot.com,2
thetemplarpundit.blogspot.com,2
theunderscore.blogspot.com,2
theurbangrind.blogspot.com,2
thevaticanofliberalism.com,2
thinkingright.us,2
thisliberal.com,2
thomasgalvin.blogspot.com,2
thomaswharry.com,2
timblair.net,2
timblair.spleenville.com,2
tokenyoungconservative.blogspot.com,2
tom-hanna.org,2
toneofvoice.blogspot.com,2
totels.com/bush04,2
townhall.com/clog,2
truebluegal.blogspot.com,2
truthlaidbear.com,2
truthliesandcommonsense.blogspot.com,2
truthprobe.blogspot.com,2
tseytlin.blogspot.com,2
tsrightdominion.blogspot.com,2
tuckereskew.typepad.com,2
twentyfirstcenturyrepublican.blogspot.com,2
txfx.net,2
unconventionalwisdom.typepad.com,2
undercaffeinated.com,2
underscorebleach.net/content/jotsheet,2
unfetteredmusings.blogspot.com,2
unusualhabits.blogspot.com,2
usdlaw.blogspot.com,2
variousorthodoxies.com,2
victorhanson.com,2
viewfromaheight.blogspot.com,2
viewfromtonka.blogspot.com,2
viewpointjournal.com,2
vikingpundit.blogspot.com,2
virginiapolitics.blogspot.com,2
vodkapundit.com,2
volokh.com,2
warriorscreed.000k3.com,2
watchandwait.blogspot.com,2
watdanook.blogspot.com,2
web.utk.edu/~agroves,2
wehavesomeplanes.blogspot.com,2
whatsakyer.blogspot.com,2
wholewheatblogger.com,2
wildweasel.blog-city.com,2
williamwebbdotorg.blogspot.com,2
winceandnod.blogspot.com,2
windingroad.typepad.com,2
windsofchange.net,2
wizbangblog.com,2
writehouse.us,2
writingcompany.blogs.com/this_isnt_writing_its_typ,2
xanga.com/lockjawtheogre,2
xtremerightwing.net,2
youngconservative.blogspot.com,2
zebrax.blogs.com,2
zeke01.blogspot.com,2
zeke01.typepad.com,2
zeph1z.tripod.com/blog,2
